📺央视频道,#genre#
CCTV-1香港版,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?
CCTV-1_综合,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV-1_综合,http://xiaoya.crccxw.top:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://www.douzhicloud.site:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://huashetou.fun:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://home.kuaidi521.com:35455/gaoma/cctv1.m3u8
CCTV-1_综合,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV-1_综合,http://23.106.158.19:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV-1_综合,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1
CCTV-1_综合,rtsp://60.13.27.115/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil
CCTV-1_综合,rtsp://115.85.205.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil
CCTV-1_综合,rtsp://115.153.245.70/PLTV/88888888/224/3221225517/iptv7949.smil
CCTV-1_综合,rtsp://115.153.247.80/PLTV/88888888/224/3221225517/iptv7949.smil
CCTV-1_综合,rtsp://115.153.230.145/PLTV/88888888/224/3221225517/iptv7949.smil
CCTV-1_综合,rtsp://115.153.222.112:554/PLTV/88888888/224/3221225517/iptv7949.smil
CCTV-1_综合,rtsp://180.95.143.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil
CCTV-1_综合,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV-2_财经,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8
CCTV-2_财经,http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://36.105.100.208:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://huashetou.fun:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://home.kuaidi521.com:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://b.zgjok.com:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://23.106.158.19:35455/gaoma/cctv2.m3u8
CCTV-2_财经,rtsp://115.85.205.19/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-2_财经,rtsp://60.13.27.115/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-2_财经,rtsp://124.152.124.50/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-2_财经,rtsp://180.95.143.19/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-2_财经,rtsp://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil
CCTV-2_财经,rtsp://60.13.39.18/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-3_综艺,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctv3&ChannelID=cctv3&videoTVChannel=cctv3&P2PChannelID=pd://cctv_p2p_cctv3
CCTV-3_综艺,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8
CCTV-3_综艺,http://3501776.xyz:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://36.105.100.208:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://huashetou.fun:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://home.kuaidi521.com:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://b.zgjok.com:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://23.106.158.19:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://223.105.252.59/PLTV/4/224/3221228499/index.m3u8?servicetype=1
CCTV-3_综艺,rtsp://115.85.205.19/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV-3_综艺,rtsp://124.152.124.50/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV-3_综艺,rtsp://180.95.143.19/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV-3_综艺,rtsp://60.13.39.18/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV-3_综艺,rtsp://115.153.254.81/PLTV/88888888/224/3221226930/65406412.smil
CCTV-4_中文国际,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctveurope&videoTVChannel=cctveurope&P2PChannelID=pd://cctv_p2p_cctveurope&tai=cctv1&VideoName=cctv1&channelID=cctveurope
CCTV-4_中文国际,https://player.cntv.cn/standard/live_HLSDRM20180524.swf?tai=cctveurope&ChannelID=cctveurope&videoTVChannel=cctveurope&P2PChannelID=pd://cctv_p2p_cctveurope
CCTV-4_中文国际,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8
CCTV-4_中文国际,http://xiaoya.crccxw.top:35455/gaoma/cctv4.m3u8
CCTV-4_中文国际,http://www.douzhicloud.site:35455/gaoma/cctv4.m3u8
CCTV-4_中文国际,http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV-4_中文国际,http://36.105.100.208:35455/gaoma/cctv4k.m3u8
CCTV-4_中文国际,http://huashetou.fun:35455/gaoma/cctv4.m3u8
CCTV-4_中文国际,http://home.kuaidi521.com:35455/gaoma/cctv4.m3u8
